document_id,category,dataset,scenario_code,scenario_name,text,word_count
KMP-08547,tekno,Kompas,K1,Title,dikenal kerap tampil sederhana mark zuckerberg beli rumah termahal di bunker miliarder,12
KMP-08548,tekno,Kompas,K1,Title,sejarah nokia berpindah pindah tangan hingga pensiunnya merek smartphone,9
KMP-08549,tekno,Kompas,K1,Title,huawei smart grip permudah angkat telepon satu tangan ini hp yang kebagian,12
KMP-08550,bola,Kompas,K1,Title,chelsea pra musim di indonesia todd l boehly tepati janji ke presiden prabowo,13
KMP-08551,bola,Kompas,K1,Title,rekap hasil piala thomas indonesia vs perancis 1 4 sejarah kelam tercipta,12
KMP-08552,global,Kompas,K1,Title,trump tangguhkan operasi pengawalan kapal selat hormuz sebut negosiasi lancar,10
KMP-08553,bola,Kompas,K1,Title,psm vs persib 1 2 suporter masuk lapangan hingga kejar pemain,11
KMP-08554,tekno,Kompas,K1,Title,macbook neo sudah bisa dipesan di indonesia harga mulai rp 10 jutaan,12
KMP-08555,global,Kompas,K1,Title,masih disanksi menlu as akali pakai nama china agar bisa ke beijing,12
KMP-08556,global,Kompas,K1,Title,iran balas ultimatum 48 jam trump pintu neraka akan terbuka untukmu,11
KMP-08557,money,Kompas,K1,Title,bos danantara pede pasar saham indonesia bakal kembali bangkit,9
KMP-08558,money,Kompas,K1,Title,rupiah sentuh 17 516 konflik timur tengah dan dollar as menguat jadi pemicu,13
KMP-08559,bola,Kompas,K1,Title,john herdman bidik piala dunia 2030 piala asia ujian mental indonesia,11
KMP-08560,money,Kompas,K1,Title,mengapa harga emas turun saat perang iran ini penjelasan analis,10
KMP-08561,global,Kompas,K1,Title,mau dipakai hadapi china stok rudal as malah ludes di perang iran,12
KMP-08562,bola,Kompas,K1,Title,timnas u17 indonesia kalah pengamat sebut penalti gagal jadi titik balik,11
KMP-08563,global,Kompas,K1,Title,trump disebut masuk nominasi nobel perdamaian 2026 ini faktanya,9
KMP-08564,global,Kompas,K1,Title,iran mulai raup uang dari selat hormuz kebijakan tarif kapal resmi berjalan,12
KMP-08565,money,Kompas,K1,Title,risiko serangan siber bayangi industri asuransi ojk minta penguatan tata kelola,11
KMP-08566,tekno,Kompas,K1,Title,4 aplikasi pantau jalan macet saat mudik lebaran 2026 wajib punya,11
KMP-08567,money,Kompas,K1,Title,bandara has hanandjoeddin buka lagi rute singapura wisata belitung bergairah,10
KMP-08568,money,Kompas,K1,Title,topang ekonomi nasional toko kelontong masih terganjal akses modal,9
KMP-08569,bola,Kompas,K1,Title,marc casado bisa jadi tumbal kedatangan bernardo silva dari man city,11
KMP-08570,global,Kompas,K1,Title,iran klaim baru pakai sebagian kekuatan rudal lawan as dan israel,11
KMP-08571,tekno,Kompas,K1,Title,anker rilis charger 100 watt dengan layar mungil bisa pantau daya dan suhu real time,15
KMP-08572,money,Kompas,K1,Title,ojk sebut ihsg mulai pulih dana penghimpunan pasar modal capai rp 59 35 triliun,14
KMP-08573,tekno,Kompas,K1,Title,elon musk blak blakan sindir dewan perdamaian yang dibentuk trump,10
KMP-08574,bola,Kompas,K1,Title,piala dunia 2026 di houston sejarah koboi dan eksplorasi luar angkasa,11
KMP-08575,global,Kompas,K1,Title,drone serat optik hizbullah bikin israel kelabakan di lebanon,9
KMP-08576,bola,Kompas,K1,Title,i league jawab dugaan operasional var kosong saat duel persiba vs pss,12
KMP-08577,global,Kompas,K1,Title,hacker curi rp 43 m dari kemenkeu sri lanka retas sistem komputer,12
KMP-08578,bola,Kompas,K1,Title,millwall gagal promosi harapan dockers derby di premier league musim depan sirna,12
KMP-08579,money,Kompas,K1,Title,satgas pasti hentikan kegiatan perusahaan jasa urus utang pinjol ini,10
KMP-08580,money,Kompas,K1,Title,prabowo akan pidato kem ppkf rapbn di dpr purbaya ini sejarah,11
KMP-08581,bola,Kompas,K1,Title,adam alis puji mental juara persib bandung usai libas bhayangkara fc,11
KMP-08582,global,Kompas,K1,Title,negosiasi as iran buntu pakistan harap gencatan senjata tetap jalan,10
KMP-08583,money,Kompas,K1,Title,sebulan wfh asn ekonom soroti biaya tersembunyi,7
KMP-08584,global,Kompas,K1,Title,hizbullah desak lebanon batalkan negosiasi dengan israel di as klaim akan sia sia,13
KMP-08585,bola,Kompas,K1,Title,allegri bertanggung jawab penuh usai skor ac milan vs atalanta 2 3,12
KMP-08586,global,Kompas,K1,Title,kapal china lolos blokade as di selat hormuz amerika melunak,10
KMP-08587,global,Kompas,K1,Title,4 skenario jika perundingan as iran di pakistan buntu lagi,10
KMP-08588,money,Kompas,K1,Title,rupiah terkapar ditutup di level 17 706 per dollar as harga pangan bisa melonjak,14
KMP-08589,global,Kompas,K1,Title,iran ejek ancaman serangan nuklir trump sebut aneh dan tak masuk akal,12
KMP-08590,global,Kompas,K1,Title,swiss berpacu dengan waktu lacak kontak pasien hantavirus apa bahayanya,10
KMP-08591,bola,Kompas,K1,Title,respons gedung putih usai donald trump dikritik usai terima fifa peace prize,12
KMP-08592,tekno,Kompas,K1,Title,14 bos teknologi yang namanya terseret di epstein files,9
KMP-08593,bola,Kompas,K1,Title,hasil toronto fc vs inter miami 2 4 messi tampil gemilang,11
KMP-08594,global,Kompas,K1,Title,negara teluk gelar rapat darurat imbas dugaan upaya sabotase iran,10
KMP-08595,global,Kompas,K1,Title,militer iran sebut as kemungkinan besar akan menyerang lagi,9
KMP-08596,bola,Kompas,K1,Title,duo timnas indonesia tak masuk daftar pemain terburuk di serie a 2025 2026,13
KMP-08597,money,Kompas,K1,Title,di balik angka 5 6 persen menjaga pertumbuhan tinggi di tengah gejolak dunia,13
KMP-08598,tekno,Kompas,K1,Title,hp bisa mati sendiri otomatis di jam tertentu ini cara mengaturnya,11
KMP-08599,global,Kompas,K1,Title,populer global rakyat as jenuh perang piala oscar dari film tentang putin hilang di bandara as,16
KMP-08600,tekno,Kompas,K1,Title,cara pasang iklan di status whatsapp cocok buat umkm,9
KMP-08601,tekno,Kompas,K1,Title,xiaomi redmi pad 2 se 4g resmi bawa layar 120 hz resolusi 2k,13
KMP-08602,tekno,Kompas,K1,Title,100 ucapan lebaran 2026 untuk hampers dan kartu lebaran singkat dan penuh makna,13
KMP-08603,bola,Kompas,K1,Title,guardiola rem euforia kemenangan man city puji arsenal lebih baik,10
KMP-08604,money,Kompas,K1,Title,telkom siapkan penutupan 10 anak perusahaan bulan depan,8
KMP-08605,money,Kompas,K1,Title,btn dan kai siapkan skema flpp bangun 5 400 hunian tod,11
KMP-08606,global,Kompas,K1,Title,gedung putih kaget trump klaim dapat hadiah dari iran tak tahu ada pemberian,13
KMP-08607,tekno,Kompas,K1,Title,pembeli mac mini di as harus menunggu hingga 5 bulan,10
KMP-08608,bola,Kompas,K1,Title,persik vs persija macan kemayoran cari penyembuh luka di kediri,10
KMP-08609,global,Kompas,K1,Title,iran izinkan kapal negara sahabat lewat selat hormuz indonesia bagaimana,10
KMP-08610,money,Kompas,K1,Title,ihsg ditutup melemah ke 7 072 asing net sell rp 2 35 triliun,13
KMP-08611,bola,Kompas,K1,Title,simulasi mini bikin indonesia makin matang tatap piala thomas uber,10
KMP-08612,money,Kompas,K1,Title,tersisa 12 korban insiden bekasi timur masih dirawat dan puluhan barang masih menunggu diambil pemiliknya,15
KMP-08613,global,Kompas,K1,Title,bukan senjata melainkan ilmu rahasia daya tahan iran,8
KMP-08614,tekno,Kompas,K1,Title,3 cara kompres foto scan jpg buat daftar rekrutmen kdmp dan knmp,12
KMP-08615,global,Kompas,K1,Title,tak puas dengan tawaran iran trump disebut akan bahas opsi militer,11
KMP-08616,tekno,Kompas,K1,Title,daftar harga ps5 terbaru di indonesia naik signifikan,8
KMP-08617,bola,Kompas,K1,Title,hasil persija vs persib 1 2 peluang macan kemayoran juara tertutup,11
KMP-08618,money,Kompas,K1,Title,indika energy indy bakal lepas 7 5 juta saham hasil buyback,11
KMP-08619,bola,Kompas,K1,Title,kans teja paku alam catat rekor clean sheet sepanjang sejarah liga,11
KMP-08620,tekno,Kompas,K1,Title,tecno pamer hp modular lensa dan baterai 10 000 mah bisa dibongkar pasang,13
KMP-08621,money,Kompas,K1,Title,opec naikkan target produksi dampak gangguan di selat hormuz,9
KMP-08622,bola,Kompas,K1,Title,janji jonatan christie bangkit lebih kuat di polytron indonesia open 2026,11
KMP-08623,money,Kompas,K1,Title,prabowo kopiko tembus 100 negara karena punya brand ambasssador presidennya juga dorong minum kopi di mana mana,17
KMP-08624,bola,Kompas,K1,Title,makna kartini bagi ratu tisha inspirasi harus dibuktikan dengan karya,10
KMP-08625,bola,Kompas,K1,Title,genoa vs ac milan allegri ungkap kunci rossonerri bisa ke liga champions,12
KMP-08626,bola,Kompas,K1,Title,common ground fight vol 1 diikuti 60 peserta siap gelar edisi kedua,12
KMP-08627,money,Kompas,K1,Title,lebaran idul adha 2026 tanggal berapa ini jadwal libur dan cuti bersamanya,12
KMP-08628,money,Kompas,K1,Title,promo indomaret 14 27 mei 2026 diskon berbagai macam kebutuhan dapur,11
KMP-08629,bola,Kompas,K1,Title,slot dicemooh saat lawan chelsea liverpool mulai kontak xabi alonso,10
KMP-08630,global,Kompas,K1,Title,iran hidupkan lagi skenario perang 1980 an siaga merah hadapai invasi darat as,13
KMP-08631,tekno,Kompas,K1,Title,bts ot7 comeback rekor netflix langsung pecah,7
KMP-08632,bola,Kompas,K1,Title,havertz cedera di masa krusial arsenal gyokeres bukan pengganti yang cocok,11
KMP-08633,bola,Kompas,K1,Title,persis vs persebaya sorotan tavares buat dua mantan pemain bajul ijo,11
KMP-08634,money,Kompas,K1,Title,btn bbtn raup laba bersih konsolidasi rp 1 45 t hingga april 2026,13
KMP-08635,bola,Kompas,K1,Title,saat pedro rayu lionel messi hingga david de gea untuk gabung lazio,12
KMP-08636,bola,Kompas,K1,Title,lecce imbang lawan fiorentina 1 1 emil audero dkk selamat dari zona merah pekan ini,15
KMP-08637,global,Kompas,K1,Title,trump sebut pemimpin israel dan lebanon bertemu langsung hari ini,10
KMP-08638,global,Kompas,K1,Title,era baru jepang buka ekspor senjata setelah 5 dekade,9
KMP-08639,tekno,Kompas,K1,Title,catat ini nominal dan jadwal pencairan bhr ojol 2026 gojek dan grab,12
KMP-08640,global,Kompas,K1,Title,terinspirasi sanji one piece penjual nasgor pakai jas raup rp 130 juta sebulan,13
KMP-08641,tekno,Kompas,K1,Title,openai rilis gpt 5 4 ai kini bisa mengoperasikan komputer,10
KMP-08642,money,Kompas,K1,Title,gaji naik dompet tetap tipis,5
KMP-08643,global,Kompas,K1,Title,trump longgarkan sikap tak lagi tuntut iran hentikan nuklir permanen,10
KMP-08644,bola,Kompas,K1,Title,hasil moto3 catalunya 2026 veda ega pratama finis ke 8,10
KMP-08645,tekno,Kompas,K1,Title,xiaomi watch s5 meluncur dengan esim baterai tahan 21 hari,10
KMP-08646,global,Kompas,K1,Title,dunia mulai irit parah imbas krisis energi ada negara batasi beli bbm 15 liter,14
KMP-08647,bola,Kompas,K1,Title,hasil man city vs arsenal 2 1 haaland kunci kemenangan the gunners mulai terancam,14
KMP-08648,global,Kompas,K1,Title,lanjutkan blokade usai perpanjang gencatan senjata trump iran rugi rp 8 5 t per hari,15
KMP-08649,global,Kompas,K1,Title,trump mau hukum nato imbas tak dibantu saat perang iran,10
KMP-08650,global,Kompas,K1,Title,dulu ditakuti kini kekuatan militer kuba merosot hadapi as,9
KMP-08651,bola,Kompas,K1,Title,como berpesta sambut liga champions fabregasi disiram kota bergemuruh,9
KMP-08652,money,Kompas,K1,Title,rupiah semakin anjlok tembus rp 17 400 per dollar as,10
KMP-08653,bola,Kompas,K1,Title,jay idzes nilai jepang vs belanda akan jadi duel paling seru di piala dunia 2026,15
KMP-08654,bola,Kompas,K1,Title,saat sunderland runtuh dalam 6 menit dibabat nottingham forest 0 5,11
KMP-08655,global,Kompas,K1,Title,hormuz memanas iran sebut operasi as ilegal,7
KMP-08656,bola,Kompas,K1,Title,brighton vs chelsea rosenior larang keras pemainnya lirik tim lain,10
KMP-08657,money,Kompas,K1,Title,kinerja jasa marga jsmr kuartal i 2026 pendapatan naik 10 4 persen cetak laba rp 774 7 m,18
KMP-08658,global,Kompas,K1,Title,nelayan lombok temukan drone bawah laut china australia pantau ketat,10
KMP-08659,bola,Kompas,K1,Title,hasil ht bayern muenchen vs psg 0 1 gol ousmane dembele buat tim tamu unggul,15
KMP-08660,global,Kompas,K1,Title,kembang api di langit beirut jeda bagi kemanusiaan,8
KMP-08661,money,Kompas,K1,Title,harga token listrik 13 17 mei 2026 beli rp 50 000 dan rp 100 000 dapat berapa kwh,18
KMP-08662,bola,Kompas,K1,Title,bernardo tavares ungkap strategi yang dipakai saat hancurkan psbs biak 4 0,12
KMP-08663,tekno,Kompas,K1,Title,link po samsung galaxy s26 s26 plus dan s26 ultra buat hp baru lebaran,14
KMP-08664,bola,Kompas,K1,Title,indonesia vs kanada di piala uber 2026 putri kw bidik start sempurna,12
KMP-08665,bola,Kompas,K1,Title,campus league musim 1 digelar pertandingkan 3 cabor utama dan unigames,11
KMP-08666,bola,Kompas,K1,Title,mario jozic atmosfer bobotoh lima level di atas dinamo zagreb,10
KMP-08667,money,Kompas,K1,Title,layer baru cukai rokok cht untuk tarik pelaku ilegal dipandang bisa jadi bumerang,13
KMP-08668,money,Kompas,K1,Title,bandara yia berangkatkan 9 320 jemaah haji 2026 layanan perdana lancar,11
KMP-08669,global,Kompas,K1,Title,gagalnya negosiasi as iran dan peran indonesia dalam kerapuhan perdamaian dunia,11
KMP-08670,global,Kompas,K1,Title,merasa dikucilkan asean myanmar layangkan protes,6
KMP-08671,tekno,Kompas,K1,Title,hp poco m8s 5g rilis global bawa baterai jumbo 7 000 mah dan layar 144 hz,16
KMP-08672,money,Kompas,K1,Title,ihsg ditutup menguat 1 10 persen investor asing justru net sell rp 1 triliun,14
KMP-08673,global,Kompas,K1,Title,kisah hansjurgen kohler detektif antariksa yang siap terima telepon ufo 24 jam,12
KMP-08674,money,Kompas,K1,Title,dipimpin mantan bos ammn alexander ramlie dhilmar akuisisi tambang batu bara australia senilai rp 68 t,16
KMP-08675,global,Kompas,K1,Title,iran respons as blokade selat hormuz sebut trump konyol siapkan balasan besar,12
KMP-08676,bola,Kompas,K1,Title,cerita pilu hansi flick di balik suksesnya barcelona meraih gelar juara laliga,12
KMP-08677,money,Kompas,K1,Title,djp perpanjang batas pelaporan spt tahunan pph badan hingga 31 mei 2026,12
KMP-08678,bola,Kompas,K1,Title,kiper west ham nilai var tak konsisten usai kalah lawan arsenal,11
KMP-08679,tekno,Kompas,K1,Title,xiaomi 17 ultra meluncur global leica leitz phone rilis dengan ring zoom fisik,13
KMP-08680,money,Kompas,K1,Title,dampak penipuan digital dari kerugian finansial hingga mental,8
KMP-08681,tekno,Kompas,K1,Title,5 merek tablet teratas dunia 2025 versi omdia apple memimpin,10
KMP-08682,money,Kompas,K1,Title,kalender mei 2026 daftar tanggal merah mei 2026 dan cuti bersama ada long weekend,14
KMP-08683,bola,Kompas,K1,Title,komentar layvin kurzawa usai persib bandung kembali ke puncak klasemen,10
KMP-08684,bola,Kompas,K1,Title,kans ganda putra indonesia akhiri puasa gelar thailand open sejak 2017,11
KMP-08685,bola,Kompas,K1,Title,sumbang medali perunggu tim uber indonesia punya masa depan cerah,10
KMP-08686,bola,Kompas,K1,Title,juventus siapkan strategi khusus untuk rayu alisson becker ke serie a,11
KMP-08687,global,Kompas,K1,Title,israel respons gugurnya 3 tni pasukan unifil di lebanon apa kata mereka,12
KMP-08688,bola,Kompas,K1,Title,ffi resmi berganti nama jadi asosiasi futsal indonesia,8
KMP-08689,money,Kompas,K1,Title,rupiah melemah imbas geopolitik ini rekomendasi investasi aman,8
KMP-08690,global,Kompas,K1,Title,kekurangan bahan bakar vietnam akan kurangi penerbangan domestik,8
KMP-08691,tekno,Kompas,K1,Title,harga memori bisa turun teknologi ai google ini bikin panik penimbun ram,12
KMP-08692,tekno,Kompas,K1,Title,openai rilis fitur chronicle di codex ai bisa lihat layar pengguna,11
KMP-08693,tekno,Kompas,K1,Title,f5 networks indonesia punya 2 senjata baru untuk tangkal risiko ai,11
KMP-08694,bola,Kompas,K1,Title,man city vs arsenal 2 1 patrick vieira kecewa dengan the gunners,12
KMP-08695,tekno,Kompas,K1,Title,meta buka kacamata pintar ray ban untuk aplikasi dan game pihak ketiga,12
KMP-08696,bola,Kompas,K1,Title,link live streaming piala uber 2026 indonesia vs taiwan penentu puncak klasemen,12
KMP-08697,global,Kompas,K1,Title,dibombardir ukraina rusia langsung gelar latihan nuklir 3 hari,9
KMP-08698,bola,Kompas,K1,Title,maldini sebut sepak bola italia kurang terencana dibanding tenis,9
KMP-08699,money,Kompas,K1,Title,pengusaha boyong kantor dari dubai ke singapura hong kong karena perang,11
KMP-08700,tekno,Kompas,K1,Title,john ternus bukan wajah baru sering kenalkan produk kini pegang kendali apple,12
KMP-08701,bola,Kompas,K1,Title,adu mulut simeone dan arteta soal penalti arsenal di liga champions,11
KMP-08702,global,Kompas,K1,Title,wajah ganda trump dalam perang iran menggertak di publik gelisah di balik layar,13
KMP-08703,money,Kompas,K1,Title,injourney airports berangkatkan 126 097 jemaah haji ketepatan penerbangan capai 96 persen,12
KMP-08704,bola,Kompas,K1,Title,daftar skuad sementara argentina untuk piala dunia 2026 ada messi,10
KMP-08705,bola,Kompas,K1,Title,morgan holindo pebalap muda yagn curi perhatian di ajang gokart nasional,11
KMP-08706,bola,Kompas,K1,Title,psm vs persib bojan hodak optimistis meski tanpa dua pemain inti,11
KMP-08707,money,Kompas,K1,Title,apa itu pajak dividen djp jelaskan kapan kena pph dan kapan bisa bebas,13
KMP-08708,bola,Kompas,K1,Title,arsenal vs atletico madrid arteta tak sabar akhiri penantian 20 tahun,11
KMP-08709,global,Kompas,K1,Title,secret service ungkap cara pelaku penembakan jamuan trump dilumpuhkan,9
KMP-08710,money,Kompas,K1,Title,panen udang di kebumen prabowo harganya sangat bagus,8
KMP-08711,tekno,Kompas,K1,Title,sering ditelepon nomor asing di whatsapp aktifkan fitur ini biar tak terganggu,12
KMP-08712,money,Kompas,K1,Title,dirut mandiri sekuritas oki ramadhana ditunjuk jadi bos ina,9
KMP-08713,tekno,Kompas,K1,Title,huawei umumkan watch kids x1 dan x1 pro smartwatch anak dengan kamera depan belakang,14
KMP-08714,bola,Kompas,K1,Title,luis enrique psg vs bayern muenchen laga terbaik sepanjang karier,10
KMP-08715,tekno,Kompas,K1,Title,konsol lawas neo geo bangkit lagi bisa pakai kaset asli dan hdmi,12
KMP-08716,money,Kompas,K1,Title,harga emas pegadaian hari ini 28 april 2026 ubs dan galeri 24 turun antam naik tipis,16
KMP-08717,bola,Kompas,K1,Title,pesan guardiola untuk premier league,5
KMP-08718,global,Kompas,K1,Title,kapal tanker rusia bermuatan 1 juta barel minyak dihantam drone,10
KMP-08719,tekno,Kompas,K1,Title,8 aplikasi yang dilarang komdigi buat diakses anak anak di bawah 16 tahun,13
KMP-08720,tekno,Kompas,K1,Title,sakit hati dipecat pria ini hapus 180 server perusahaan dan rugikan rp 11 miliar,14
KMP-08721,tekno,Kompas,K1,Title,bajak 86 juta lagu spotify platform ini kena denda rp 5 5 triliun,13
KMP-08722,global,Kompas,K1,Title,kunci menghindari kegelapan energi deeskalasi dan meja perundingan,8
KMP-08723,global,Kompas,K1,Title,3 skenario yang bisa terjadi usai as mendakwa eks pemimpin kuba raul castro,13
KMP-08724,tekno,Kompas,K1,Title,pabrik micin ini bantu ai jadi makin cerdas,8
KMP-08725,tekno,Kompas,K1,Title,jadwal mpl id s17 hari ini sabtu 4 april ae tantang evos,12
KMP-08726,tekno,Kompas,K1,Title,twitch siapkan hukuman untuk streamer pengguna viewbot,7
KMP-08727,global,Kompas,K1,Title,pesan tersembunyi video kim ju ae sinyal suksesi korut makin jelas,11
KMP-08728,bola,Kompas,K1,Title,michael carrick resmi jadi pelatih permanen man united,8
KMP-08729,money,Kompas,K1,Title,singapura perketat aturan investor beli properti di bawah harga pasar,10
KMP-08730,bola,Kompas,K1,Title,link live streaming chelsea vs leeds united di piala fa,10
KMP-08731,tekno,Kompas,K1,Title,cara hitung estimasi tarif tol saat mudik lebaran 2026 bisa dicek online,12
KMP-08732,bola,Kompas,K1,Title,mo salah siap pamit slot ungkap rencana transisi liverpool,9
KMP-08733,bola,Kompas,K1,Title,usai 2 tahun saddil ramdani kembali dipanggil timnas jelang asean championship 2026,12
KMP-08734,global,Kompas,K1,Title,as blokir dollar ke irak untuk menekan milisi pendukung iran,10
KMP-08735,global,Kompas,K1,Title,kru artemis ii yang otw ke bulan akan kehilangan kontak dengan bumi,12
KMP-08736,global,Kompas,K1,Title,rusia tanggapi keluarnya uea dari opec berpotensi turunkan harga minyak global,11
KMP-08737,tekno,Kompas,K1,Title,ramalan 2028 ai makin pintar krisis dan pengangguran meningkat,9
KMP-08738,tekno,Kompas,K1,Title,mengenal cellebrite perusahaan israel spesialis pembobol ponsel,7
KMP-08739,money,Kompas,K1,Title,inflasi april diprediksi turun karena efek lebaran mereda tapi daya beli masih lemah,13
KMP-08740,global,Kompas,K1,Title,iran serang fasilitas energi arab saudi targetkan perusahaan as,9
KMP-08741,bola,Kompas,K1,Title,link live streaming bhayangkara fc vs persib misi maung kembali ke puncak,12
KMP-08742,global,Kompas,K1,Title,negosiasi buntu trump panggil tim keamanan bahas nasib konflik iran,10
KMP-08743,bola,Kompas,K1,Title,pep guardiola bakal rehat melatih untuk sementara usai tinggalkan man city,11
KMP-08744,tekno,Kompas,K1,Title,macbook neo laris manis apple malah pusing,7
KMP-08745,bola,Kompas,K1,Title,respons inter milan atas dugaan kecurangan wasit gianluca rocchi,9
KMP-08746,tekno,Kompas,K1,Title,tren wrapped 2025 bikin spotify cuan besar,7
KMP-08747,global,Kompas,K1,Title,gencatan senjata as iran segera berakhir kapan tepatnya,8
KMP-08748,global,Kompas,K1,Title,peran kuat pakistan di balik gencatan senjata iran amerika,9
KMP-08749,bola,Kompas,K1,Title,hasil genoa vs ac milan 1 2 rossoneri naik ke posisi tiga,12
KMP-08750,global,Kompas,K1,Title,kisah eks tentara china lolos dari neraka scam rela lumuri badan dengan kotoran sapi,14
KMP-08751,tekno,Kompas,K1,Title,hp realme c100 4g resmi baterai 8 000 mah dan bisa jadi powerbank,13
KMP-08752,tekno,Kompas,K1,Title,4 fitur anti maling di hp android dipercanggih,8
KMP-08753,tekno,Kompas,K1,Title,100 kata kata idul adha untuk caption media sosial praktis tinggal copas,12
KMP-08754,bola,Kompas,K1,Title,dua laga sisa persib dan borneo fc penentuan gelar juara super league,12
KMP-08755,tekno,Kompas,K1,Title,10 tablet android terkencang februari 2026 versi antutu,8
KMP-08756,money,Kompas,K1,Title,pertumbuhan ekonomi tinggi tapi rupiah melemah investor belum percaya,9
KMP-08757,tekno,Kompas,K1,Title,apple bakal lengkapi airpods dengan kamera buat apa,8
KMP-08758,tekno,Kompas,K1,Title,openai rilis images 2 0 ai chatgpt yang lebih canggih paham konteks dan akurat bikin gambar,16
KMP-08759,money,Kompas,K1,Title,usulan legalisasi rokok ilegal berpotensi picu phk massal,8
KMP-08760,global,Kompas,K1,Title,nyaris gagal pakistan jadi penyelamat di menit terakhir gencatan senjata as iran,12
KMP-08761,global,Kompas,K1,Title,tersangka percobaan pembunuhan trump bantah semua tuduhan minta jaksa diganti,10
KMP-08762,bola,Kompas,K1,Title,hasil dewa united vs bali united 0 1 gol kadek agung jadi penentu,13
KMP-08763,tekno,Kompas,K1,Title,cara ganti nama di zoom di hp dan laptop bisa sebelum atau saat meeting,14
KMP-08764,global,Kompas,K1,Title,gedung 9 lantai yang sedang dibangun roboh 19 orang terjebak,10
KMP-08765,money,Kompas,K1,Title,usai kecelakaan stasiun bekasi timur 99 persen operasional ka jarak jauh tepat waktu,13
KMP-08766,global,Kompas,K1,Title,pbb tekan israel bebaskan 2 aktivis global sumud flotilla,9
KMP-08767,tekno,Kompas,K1,Title,dell rilis laptop gaming entry level alienware 15 desain baru dan gpu rtx 5060,14
KMP-08768,money,Kompas,K1,Title,harga emas di pegadaian 22 mei 2026 cek rincian galeri 24 dan ubs,13
KMP-08769,bola,Kompas,K1,Title,psm vs persib igor tolic tak ada waktu untuk mengeluh,10
KMP-08770,tekno,Kompas,K1,Title,saya baru sadar 7 kebiasaan ini bikin hp lebih awet dan jarang rusak,13
KMP-08771,bola,Kompas,K1,Title,daftar 18 wakil indonesia di thailand open 2026 kembalinya leo daniel,11
KMP-08772,global,Kompas,K1,Title,mantan pilot jet tempur as ungkap cara bertahan hidup usai pesawat jatuh,12
KMP-08773,global,Kompas,K1,Title,iran naik pitam tak mau lagi menahan diri usai tankernya ditembak as,12
KMP-08774,bola,Kompas,K1,Title,respons jose mourinho usai dirumorkan kembali latih real madrid,9
KMP-08775,money,Kompas,K1,Title,bi rate berpotensi naik bank mulai hitung dampaknya,8
KMP-08776,global,Kompas,K1,Title,asal mula iran mengembangkan drone berawal dari bengkel kampus,9
KMP-08777,money,Kompas,K1,Title,rupiah melemah bank dihadapkan risiko tekanan kinerja dan kualitas aset,10
KMP-08778,bola,Kompas,K1,Title,hasil dan klasemen liga inggris man united amankan tiket liga champions,11
KMP-08779,bola,Kompas,K1,Title,sassuolo vs ac milan alami cedera jay idzes ditarik keluar di menit ke 40,14
KMP-08780,tekno,Kompas,K1,Title,induk facebook akuisisi moltbook medsos ai yang viral,8
KMP-08781,global,Kompas,K1,Title,inggris temukan 3 kapal selam rusia dalam operasi rahasia,9
KMP-08782,tekno,Kompas,K1,Title,chatgpt finance meluncur pengguna bisa hubungkan rekening dan kartu kredit,10
KMP-08783,global,Kompas,K1,Title,kisah di balik misi penyelamatan pilot amerika yang jatuh ditembak iran,11
KMP-08784,bola,Kompas,K1,Title,hasil ht torino vs juventus 0 1 bianconeri unggul sementara di derby della mole,14
KMP-08785,tekno,Kompas,K1,Title,nama elon musk dan bill gates terseret skandal epstein files,10
KMP-08786,money,Kompas,K1,Title,harga bbm di spbu vivo naik diesel primus kini rp 30 890 per liter,14
KMP-08787,money,Kompas,K1,Title,msci umumkan rebalancing saham big banks dibayangi tekanan asing,9
KMP-08788,tekno,Kompas,K1,Title,rating game igrs di steam disorot komdigi bukan klasifikasi resmi,10
KMP-08789,global,Kompas,K1,Title,getol tolak perang eropa diam diam sokong serangan as ke iran,11
KMP-08790,tekno,Kompas,K1,Title,selain navigasi ini 5 fitur google maps yang bantu perjalanan mudik lebih nyaman,13
KMP-08791,tekno,Kompas,K1,Title,huawei rilis ai glasses kacamata pintar pesaing meta ray ban,10
KMP-08792,tekno,Kompas,K1,Title,laptop sering mati dan harus dicas terus mungkin ini masalahnya,10
KMP-08793,tekno,Kompas,K1,Title,harga bitcoin terjun bebas ke 64 000 dollar ini penyebabnya,10
KMP-08794,global,Kompas,K1,Title,di tengah blokade gedung putih ungkap prospek cerah kesepakatan damai dengan iran,12
KMP-08795,tekno,Kompas,K1,Title,150 ucapan selamat berpuasa penuh doa untuk menyambut 1 ramadhan 2026,11
KMP-08796,money,Kompas,K1,Title,koreksi saham blue chip bikin wall street melemah pasar wanti wanti kepastian damai as iran,15
KMP-08797,money,Kompas,K1,Title,ihsg ditutup menguat hari ini 22 5 mdka hingga inco pimpin kenaikan,12
KMP-08798,money,Kompas,K1,Title,kado may day prabowo ratifikasi konvensi ilo 188 perlindungan nelayan diperkuat,11
KMP-08799,bola,Kompas,K1,Title,hasil semen padang vs persijap 0 2 laskar kalinyamat menjauh dari zona merah,13
KMP-08800,money,Kompas,K1,Title,sentimen ftse ihsg diprediksi menguat terbatas senin 25 5 ritel bisa cermati saham hrum mbma hingga cpin,17
KMP-08801,bola,Kompas,K1,Title,sorotan pengamat terkait regenerasi timnas dan tanda tanya menggantung,9
